Time: 2021-06-09T13:36:59.420Z , Type: MidPrice , Price: 1002.0
Time: 2021-06-09T13:36:59.620Z , Type: Pricing , BuyOrSell: sell , Price: 1002.0 , Quantity: 100.0
Time: 2021-06-09T13:38:15.554Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 700.0
Time: 2021-06-09T13:38:15.555Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 800.0
Time: 2021-06-09T13:38:15.556Z , Type: Pricing , BuyOrSell: sell , Price: 1016.0 , Quantity: 900.0
Time: 2021-06-09T13:38:15.557Z , Type: Pricing , BuyOrSell: sell , Price: 1017.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:15.558Z , Type: Pricing , BuyOrSell: buy , Price: 1008.0 , Quantity: 100.0
Time: 2021-06-09T13:38:15.558Z , Type: Pricing , BuyOrSell: buy , Price: 1007.0 , Quantity: 200.0
Time: 2021-06-09T13:38:15.560Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 300.0
Time: 2021-06-09T13:38:15.561Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 400.0
Time: 2021-06-09T13:38:15.562Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 500.0
Time: 2021-06-09T13:38:15.563Z , Type: Pricing , BuyOrSell: buy , Price: 1003.0 , Quantity: 600.0
Time: 2021-06-09T13:38:15.565Z , Type: Pricing , BuyOrSell: buy , Price: 1002.0 , Quantity: 700.0
Time: 2021-06-09T13:38:15.565Z , Type: Pricing , BuyOrSell: buy , Price: 1001.0 , Quantity: 800.0
Time: 2021-06-09T13:38:15.566Z , Type: Pricing , BuyOrSell: buy , Price: 1000.0 , Quantity: 900.0
Time: 2021-06-09T13:38:15.567Z , Type: Pricing , BuyOrSell: buy , Price: 999.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:16.536Z , Type: RFQ , BuyOrSell: buy , Quantity: 135.0 , Price Response: 1007.0
Time: 2021-06-09T13:38:16.577Z , Type: MidPrice , Price: 1007.0
Time: 2021-06-09T13:38:16.578Z , Type: Pricing , BuyOrSell: sell , Price: 1007.0 , Quantity: 100.0
Time: 2021-06-09T13:38:16.578Z , Type: Pricing , BuyOrSell: sell , Price: 1008.0 , Quantity: 200.0
Time: 2021-06-09T13:38:16.578Z , Type: Pricing , BuyOrSell: sell , Price: 1009.0 , Quantity: 300.0
Time: 2021-06-09T13:38:16.581Z , Type: Pricing , BuyOrSell: sell , Price: 1010.0 , Quantity: 400.0
Time: 2021-06-09T13:38:16.582Z , Type: Pricing , BuyOrSell: sell , Price: 1011.0 , Quantity: 500.0
Time: 2021-06-09T13:38:16.582Z , Type: Pricing , BuyOrSell: sell , Price: 1012.0 , Quantity: 600.0
Time: 2021-06-09T13:38:16.583Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 700.0
Time: 2021-06-09T13:38:16.584Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 800.0
Time: 2021-06-09T13:38:16.585Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 900.0
Time: 2021-06-09T13:38:16.586Z , Type: Pricing , BuyOrSell: sell , Price: 1016.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:16.587Z , Type: Pricing , BuyOrSell: buy , Price: 1007.0 , Quantity: 100.0
Time: 2021-06-09T13:38:16.587Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 200.0
Time: 2021-06-09T13:38:16.588Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 300.0
Time: 2021-06-09T13:38:16.589Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 400.0
Time: 2021-06-09T13:38:16.590Z , Type: Pricing , BuyOrSell: buy , Price: 1003.0 , Quantity: 500.0
Time: 2021-06-09T13:38:16.590Z , Type: Pricing , BuyOrSell: buy , Price: 1002.0 , Quantity: 600.0
Time: 2021-06-09T13:38:16.591Z , Type: Pricing , BuyOrSell: buy , Price: 1001.0 , Quantity: 700.0
Time: 2021-06-09T13:38:16.592Z , Type: Pricing , BuyOrSell: buy , Price: 1000.0 , Quantity: 800.0
Time: 2021-06-09T13:38:16.593Z , Type: Pricing , BuyOrSell: buy , Price: 999.0 , Quantity: 900.0
Time: 2021-06-09T13:38:16.594Z , Type: Pricing , BuyOrSell: buy , Price: 998.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:17.606Z , Type: MidPrice , Price: 1006.0
Time: 2021-06-09T13:38:17.606Z , Type: Pricing , BuyOrSell: sell , Price: 1006.0 , Quantity: 100.0
Time: 2021-06-09T13:38:17.606Z , Type: Pricing , BuyOrSell: sell , Price: 1007.0 , Quantity: 200.0
Time: 2021-06-09T13:38:17.609Z , Type: Pricing , BuyOrSell: sell , Price: 1008.0 , Quantity: 300.0
Time: 2021-06-09T13:38:17.610Z , Type: Pricing , BuyOrSell: sell , Price: 1009.0 , Quantity: 400.0
Time: 2021-06-09T13:38:17.610Z , Type: Pricing , BuyOrSell: sell , Price: 1010.0 , Quantity: 500.0
Time: 2021-06-09T13:38:17.612Z , Type: Pricing , BuyOrSell: sell , Price: 1011.0 , Quantity: 600.0
Time: 2021-06-09T13:38:17.613Z , Type: Pricing , BuyOrSell: sell , Price: 1012.0 , Quantity: 700.0
Time: 2021-06-09T13:38:17.613Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 800.0
Time: 2021-06-09T13:38:17.614Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 900.0
Time: 2021-06-09T13:38:17.615Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:17.616Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 100.0
Time: 2021-06-09T13:38:17.617Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 200.0
Time: 2021-06-09T13:38:17.618Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 300.0
Time: 2021-06-09T13:38:17.618Z , Type: Pricing , BuyOrSell: buy , Price: 1003.0 , Quantity: 400.0
Time: 2021-06-09T13:38:17.619Z , Type: Pricing , BuyOrSell: buy , Price: 1002.0 , Quantity: 500.0
Time: 2021-06-09T13:38:17.620Z , Type: Pricing , BuyOrSell: buy , Price: 1001.0 , Quantity: 600.0
Time: 2021-06-09T13:38:17.621Z , Type: Pricing , BuyOrSell: buy , Price: 1000.0 , Quantity: 700.0
Time: 2021-06-09T13:38:17.621Z , Type: Pricing , BuyOrSell: buy , Price: 999.0 , Quantity: 800.0
Time: 2021-06-09T13:38:17.622Z , Type: Pricing , BuyOrSell: buy , Price: 998.0 , Quantity: 900.0
Time: 2021-06-09T13:38:17.623Z , Type: Pricing , BuyOrSell: buy , Price: 997.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:18.637Z , Type: MidPrice , Price: 1006.0
Time: 2021-06-09T13:38:18.638Z , Type: Pricing , BuyOrSell: sell , Price: 1006.0 , Quantity: 100.0
Time: 2021-06-09T13:38:18.639Z , Type: Pricing , BuyOrSell: sell , Price: 1007.0 , Quantity: 200.0
Time: 2021-06-09T13:38:18.640Z , Type: Pricing , BuyOrSell: sell , Price: 1008.0 , Quantity: 300.0
Time: 2021-06-09T13:38:18.641Z , Type: Pricing , BuyOrSell: sell , Price: 1009.0 , Quantity: 400.0
Time: 2021-06-09T13:38:18.642Z , Type: Pricing , BuyOrSell: sell , Price: 1010.0 , Quantity: 500.0
Time: 2021-06-09T13:38:18.642Z , Type: Pricing , BuyOrSell: sell , Price: 1011.0 , Quantity: 600.0
Time: 2021-06-09T13:38:18.644Z , Type: Pricing , BuyOrSell: sell , Price: 1012.0 , Quantity: 700.0
Time: 2021-06-09T13:38:18.645Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 800.0
Time: 2021-06-09T13:38:18.645Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 900.0
Time: 2021-06-09T13:38:18.646Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:18.647Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 100.0
Time: 2021-06-09T13:38:18.648Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 200.0
Time: 2021-06-09T13:38:18.649Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 300.0
Time: 2021-06-09T13:38:18.649Z , Type: Pricing , BuyOrSell: buy , Price: 1003.0 , Quantity: 400.0
Time: 2021-06-09T13:38:18.650Z , Type: Pricing , BuyOrSell: buy , Price: 1002.0 , Quantity: 500.0
Time: 2021-06-09T13:38:18.651Z , Type: Pricing , BuyOrSell: buy , Price: 1001.0 , Quantity: 600.0
Time: 2021-06-09T13:38:18.652Z , Type: Pricing , BuyOrSell: buy , Price: 1000.0 , Quantity: 700.0
Time: 2021-06-09T13:38:18.653Z , Type: Pricing , BuyOrSell: buy , Price: 999.0 , Quantity: 800.0
Time: 2021-06-09T13:38:18.654Z , Type: Pricing , BuyOrSell: buy , Price: 998.0 , Quantity: 900.0
Time: 2021-06-09T13:38:18.655Z , Type: Pricing , BuyOrSell: buy , Price: 997.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:19.670Z , Type: MidPrice , Price: 1007.0
Time: 2021-06-09T13:38:19.670Z , Type: Pricing , BuyOrSell: sell , Price: 1007.0 , Quantity: 100.0
Time: 2021-06-09T13:38:19.670Z , Type: Pricing , BuyOrSell: sell , Price: 1008.0 , Quantity: 200.0
Time: 2021-06-09T13:38:19.672Z , Type: Pricing , BuyOrSell: sell , Price: 1009.0 , Quantity: 300.0
Time: 2021-06-09T13:38:19.673Z , Type: Pricing , BuyOrSell: sell , Price: 1010.0 , Quantity: 400.0
Time: 2021-06-09T13:38:19.674Z , Type: Pricing , BuyOrSell: sell , Price: 1011.0 , Quantity: 500.0
Time: 2021-06-09T13:38:19.675Z , Type: Pricing , BuyOrSell: sell , Price: 1012.0 , Quantity: 600.0
Time: 2021-06-09T13:38:19.675Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 700.0
Time: 2021-06-09T13:38:19.676Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 800.0
Time: 2021-06-09T13:38:19.677Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 900.0
Time: 2021-06-09T13:38:19.678Z , Type: Pricing , BuyOrSell: sell , Price: 1016.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:19.678Z , Type: Pricing , BuyOrSell: buy , Price: 1007.0 , Quantity: 100.0
Time: 2021-06-09T13:38:19.679Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 200.0
Time: 2021-06-09T13:38:19.680Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 300.0
Time: 2021-06-09T13:38:19.681Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 400.0
Time: 2021-06-09T13:38:19.682Z , Type: Pricing , BuyOrSell: buy , Price: 1003.0 , Quantity: 500.0
Time: 2021-06-09T13:38:19.683Z , Type: Pricing , BuyOrSell: buy , Price: 1002.0 , Quantity: 600.0
Time: 2021-06-09T13:38:19.684Z , Type: Pricing , BuyOrSell: buy , Price: 1001.0 , Quantity: 700.0
Time: 2021-06-09T13:38:19.684Z , Type: Pricing , BuyOrSell: buy , Price: 1000.0 , Quantity: 800.0
Time: 2021-06-09T13:38:19.685Z , Type: Pricing , BuyOrSell: buy , Price: 999.0 , Quantity: 900.0
Time: 2021-06-09T13:38:19.686Z , Type: Pricing , BuyOrSell: buy , Price: 998.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:20.701Z , Type: MidPrice , Price: 1008.0
Time: 2021-06-09T13:38:20.701Z , Type: Pricing , BuyOrSell: sell , Price: 1008.0 , Quantity: 100.0
Time: 2021-06-09T13:38:20.701Z , Type: Pricing , BuyOrSell: sell , Price: 1009.0 , Quantity: 200.0
Time: 2021-06-09T13:38:20.704Z , Type: Pricing , BuyOrSell: sell , Price: 1010.0 , Quantity: 300.0
Time: 2021-06-09T13:38:20.704Z , Type: Pricing , BuyOrSell: sell , Price: 1011.0 , Quantity: 400.0
Time: 2021-06-09T13:38:20.706Z , Type: Pricing , BuyOrSell: sell , Price: 1012.0 , Quantity: 500.0
Time: 2021-06-09T13:38:20.707Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 600.0
Time: 2021-06-09T13:38:20.707Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 700.0
Time: 2021-06-09T13:38:20.708Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 800.0
Time: 2021-06-09T13:38:20.709Z , Type: Pricing , BuyOrSell: sell , Price: 1016.0 , Quantity: 900.0
Time: 2021-06-09T13:38:20.710Z , Type: Pricing , BuyOrSell: sell , Price: 1017.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:20.711Z , Type: Pricing , BuyOrSell: buy , Price: 1008.0 , Quantity: 100.0
Time: 2021-06-09T13:38:20.712Z , Type: Pricing , BuyOrSell: buy , Price: 1007.0 , Quantity: 200.0
Time: 2021-06-09T13:38:20.712Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 300.0
Time: 2021-06-09T13:38:20.713Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 400.0
Time: 2021-06-09T13:38:20.714Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 500.0
Time: 2021-06-09T13:38:20.715Z , Type: Pricing , BuyOrSell: buy , Price: 1003.0 , Quantity: 600.0
Time: 2021-06-09T13:38:20.715Z , Type: Pricing , BuyOrSell: buy , Price: 1002.0 , Quantity: 700.0
Time: 2021-06-09T13:38:20.716Z , Type: Pricing , BuyOrSell: buy , Price: 1001.0 , Quantity: 800.0
Time: 2021-06-09T13:38:20.717Z , Type: Pricing , BuyOrSell: buy , Price: 1000.0 , Quantity: 900.0
Time: 2021-06-09T13:38:20.718Z , Type: Pricing , BuyOrSell: buy , Price: 999.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:21.723Z , Type: MidPrice , Price: 1010.0
Time: 2021-06-09T13:38:21.723Z , Type: Pricing , BuyOrSell: sell , Price: 1010.0 , Quantity: 100.0
Time: 2021-06-09T13:38:21.723Z , Type: Pricing , BuyOrSell: sell , Price: 1011.0 , Quantity: 200.0
Time: 2021-06-09T13:38:21.726Z , Type: Pricing , BuyOrSell: sell , Price: 1012.0 , Quantity: 300.0
Time: 2021-06-09T13:38:21.727Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 400.0
Time: 2021-06-09T13:38:21.727Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 500.0
Time: 2021-06-09T13:38:21.728Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 600.0
Time: 2021-06-09T13:38:21.729Z , Type: Pricing , BuyOrSell: sell , Price: 1016.0 , Quantity: 700.0
Time: 2021-06-09T13:38:21.730Z , Type: Pricing , BuyOrSell: sell , Price: 1017.0 , Quantity: 800.0
Time: 2021-06-09T13:38:21.731Z , Type: Pricing , BuyOrSell: sell , Price: 1018.0 , Quantity: 900.0
Time: 2021-06-09T13:38:21.732Z , Type: Pricing , BuyOrSell: sell , Price: 1019.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:21.733Z , Type: Pricing , BuyOrSell: buy , Price: 1010.0 , Quantity: 100.0
Time: 2021-06-09T13:38:21.734Z , Type: Pricing , BuyOrSell: buy , Price: 1009.0 , Quantity: 200.0
Time: 2021-06-09T13:38:21.734Z , Type: Pricing , BuyOrSell: buy , Price: 1008.0 , Quantity: 300.0
Time: 2021-06-09T13:38:21.735Z , Type: Pricing , BuyOrSell: buy , Price: 1007.0 , Quantity: 400.0
Time: 2021-06-09T13:38:21.736Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 500.0
Time: 2021-06-09T13:38:21.737Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 600.0
Time: 2021-06-09T13:38:21.738Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 700.0
Time: 2021-06-09T13:38:21.739Z , Type: Pricing , BuyOrSell: buy , Price: 1003.0 , Quantity: 800.0
Time: 2021-06-09T13:38:21.740Z , Type: Pricing , BuyOrSell: buy , Price: 1002.0 , Quantity: 900.0
Time: 2021-06-09T13:38:21.740Z , Type: Pricing , BuyOrSell: buy , Price: 1001.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:22.752Z , Type: MidPrice , Price: 1011.0
Time: 2021-06-09T13:38:22.752Z , Type: Pricing , BuyOrSell: sell , Price: 1011.0 , Quantity: 100.0
Time: 2021-06-09T13:38:22.752Z , Type: Pricing , BuyOrSell: sell , Price: 1012.0 , Quantity: 200.0
Time: 2021-06-09T13:38:22.754Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 300.0
Time: 2021-06-09T13:38:22.755Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 400.0
Time: 2021-06-09T13:38:22.756Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 500.0
Time: 2021-06-09T13:38:22.757Z , Type: Pricing , BuyOrSell: sell , Price: 1016.0 , Quantity: 600.0
Time: 2021-06-09T13:38:22.758Z , Type: Pricing , BuyOrSell: sell , Price: 1017.0 , Quantity: 700.0
Time: 2021-06-09T13:38:22.759Z , Type: Pricing , BuyOrSell: sell , Price: 1018.0 , Quantity: 800.0
Time: 2021-06-09T13:38:22.759Z , Type: Pricing , BuyOrSell: sell , Price: 1019.0 , Quantity: 900.0
Time: 2021-06-09T13:38:22.760Z , Type: Pricing , BuyOrSell: sell , Price: 1020.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:22.761Z , Type: Pricing , BuyOrSell: buy , Price: 1011.0 , Quantity: 100.0
Time: 2021-06-09T13:38:22.762Z , Type: Pricing , BuyOrSell: buy , Price: 1010.0 , Quantity: 200.0
Time: 2021-06-09T13:38:22.763Z , Type: Pricing , BuyOrSell: buy , Price: 1009.0 , Quantity: 300.0
Time: 2021-06-09T13:38:22.764Z , Type: Pricing , BuyOrSell: buy , Price: 1008.0 , Quantity: 400.0
Time: 2021-06-09T13:38:22.764Z , Type: Pricing , BuyOrSell: buy , Price: 1007.0 , Quantity: 500.0
Time: 2021-06-09T13:38:22.765Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 600.0
Time: 2021-06-09T13:38:22.766Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 700.0
Time: 2021-06-09T13:38:22.767Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 800.0
Time: 2021-06-09T13:38:22.768Z , Type: Pricing , BuyOrSell: buy , Price: 1003.0 , Quantity: 900.0
Time: 2021-06-09T13:38:22.769Z , Type: Pricing , BuyOrSell: buy , Price: 1002.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:23.544Z , Type: RFQ , BuyOrSell: buy , Quantity: 953.0 , Price Response: 1002.0
Time: 2021-06-09T13:38:23.778Z , Type: MidPrice , Price: 1012.0
Time: 2021-06-09T13:38:23.779Z , Type: Pricing , BuyOrSell: sell , Price: 1012.0 , Quantity: 100.0
Time: 2021-06-09T13:38:23.779Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 200.0
Time: 2021-06-09T13:38:23.780Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 300.0
Time: 2021-06-09T13:38:23.781Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 400.0
Time: 2021-06-09T13:38:23.782Z , Type: Pricing , BuyOrSell: sell , Price: 1016.0 , Quantity: 500.0
Time: 2021-06-09T13:38:23.783Z , Type: Pricing , BuyOrSell: sell , Price: 1017.0 , Quantity: 600.0
Time: 2021-06-09T13:38:23.784Z , Type: Pricing , BuyOrSell: sell , Price: 1018.0 , Quantity: 700.0
Time: 2021-06-09T13:38:23.785Z , Type: Pricing , BuyOrSell: sell , Price: 1019.0 , Quantity: 800.0
Time: 2021-06-09T13:38:23.786Z , Type: Pricing , BuyOrSell: sell , Price: 1020.0 , Quantity: 900.0
Time: 2021-06-09T13:38:23.787Z , Type: Pricing , BuyOrSell: sell , Price: 1021.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:23.788Z , Type: Pricing , BuyOrSell: buy , Price: 1012.0 , Quantity: 100.0
Time: 2021-06-09T13:38:23.788Z , Type: Pricing , BuyOrSell: buy , Price: 1011.0 , Quantity: 200.0
Time: 2021-06-09T13:38:23.789Z , Type: Pricing , BuyOrSell: buy , Price: 1010.0 , Quantity: 300.0
Time: 2021-06-09T13:38:23.790Z , Type: Pricing , BuyOrSell: buy , Price: 1009.0 , Quantity: 400.0
Time: 2021-06-09T13:38:23.791Z , Type: Pricing , BuyOrSell: buy , Price: 1008.0 , Quantity: 500.0
Time: 2021-06-09T13:38:23.792Z , Type: Pricing , BuyOrSell: buy , Price: 1007.0 , Quantity: 600.0
Time: 2021-06-09T13:38:23.792Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 700.0
Time: 2021-06-09T13:38:23.793Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 800.0
Time: 2021-06-09T13:38:23.794Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 900.0
Time: 2021-06-09T13:38:23.795Z , Type: Pricing , BuyOrSell: buy , Price: 1003.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:24.802Z , Type: MidPrice , Price: 1013.0
Time: 2021-06-09T13:38:24.804Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 100.0
Time: 2021-06-09T13:38:24.805Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 200.0
Time: 2021-06-09T13:38:24.806Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 300.0
Time: 2021-06-09T13:38:24.807Z , Type: Pricing , BuyOrSell: sell , Price: 1016.0 , Quantity: 400.0
Time: 2021-06-09T13:38:24.808Z , Type: Pricing , BuyOrSell: sell , Price: 1017.0 , Quantity: 500.0
Time: 2021-06-09T13:38:24.809Z , Type: Pricing , BuyOrSell: sell , Price: 1018.0 , Quantity: 600.0
Time: 2021-06-09T13:38:24.810Z , Type: Pricing , BuyOrSell: sell , Price: 1019.0 , Quantity: 700.0
Time: 2021-06-09T13:38:24.811Z , Type: Pricing , BuyOrSell: sell , Price: 1020.0 , Quantity: 800.0
Time: 2021-06-09T13:38:24.812Z , Type: Pricing , BuyOrSell: sell , Price: 1021.0 , Quantity: 900.0
Time: 2021-06-09T13:38:24.813Z , Type: Pricing , BuyOrSell: sell , Price: 1022.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:24.814Z , Type: Pricing , BuyOrSell: buy , Price: 1013.0 , Quantity: 100.0
Time: 2021-06-09T13:38:24.814Z , Type: Pricing , BuyOrSell: buy , Price: 1012.0 , Quantity: 200.0
Time: 2021-06-09T13:38:24.815Z , Type: Pricing , BuyOrSell: buy , Price: 1011.0 , Quantity: 300.0
Time: 2021-06-09T13:38:24.816Z , Type: Pricing , BuyOrSell: buy , Price: 1010.0 , Quantity: 400.0
Time: 2021-06-09T13:38:24.818Z , Type: Pricing , BuyOrSell: buy , Price: 1009.0 , Quantity: 500.0
Time: 2021-06-09T13:38:24.819Z , Type: Pricing , BuyOrSell: buy , Price: 1008.0 , Quantity: 600.0
Time: 2021-06-09T13:38:24.820Z , Type: Pricing , BuyOrSell: buy , Price: 1007.0 , Quantity: 700.0
Time: 2021-06-09T13:38:24.821Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 800.0
Time: 2021-06-09T13:38:24.822Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 900.0
Time: 2021-06-09T13:38:24.823Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:25.825Z , Type: MidPrice , Price: 1013.0
Time: 2021-06-09T13:38:25.825Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 100.0
Time: 2021-06-09T13:38:25.825Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 200.0
Time: 2021-06-09T13:38:25.828Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 300.0
Time: 2021-06-09T13:38:25.829Z , Type: Pricing , BuyOrSell: sell , Price: 1016.0 , Quantity: 400.0
Time: 2021-06-09T13:38:25.829Z , Type: Pricing , BuyOrSell: sell , Price: 1017.0 , Quantity: 500.0
Time: 2021-06-09T13:38:25.830Z , Type: Pricing , BuyOrSell: sell , Price: 1018.0 , Quantity: 600.0
Time: 2021-06-09T13:38:25.831Z , Type: Pricing , BuyOrSell: sell , Price: 1019.0 , Quantity: 700.0
Time: 2021-06-09T13:38:25.832Z , Type: Pricing , BuyOrSell: sell , Price: 1020.0 , Quantity: 800.0
Time: 2021-06-09T13:38:25.833Z , Type: Pricing , BuyOrSell: sell , Price: 1021.0 , Quantity: 900.0
Time: 2021-06-09T13:38:25.834Z , Type: Pricing , BuyOrSell: sell , Price: 1022.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:25.836Z , Type: Pricing , BuyOrSell: buy , Price: 1013.0 , Quantity: 100.0
Time: 2021-06-09T13:38:25.836Z , Type: Pricing , BuyOrSell: buy , Price: 1012.0 , Quantity: 200.0
Time: 2021-06-09T13:38:25.837Z , Type: Pricing , BuyOrSell: buy , Price: 1011.0 , Quantity: 300.0
Time: 2021-06-09T13:38:25.838Z , Type: Pricing , BuyOrSell: buy , Price: 1010.0 , Quantity: 400.0
Time: 2021-06-09T13:38:25.838Z , Type: Pricing , BuyOrSell: buy , Price: 1009.0 , Quantity: 500.0
Time: 2021-06-09T13:38:25.839Z , Type: Pricing , BuyOrSell: buy , Price: 1008.0 , Quantity: 600.0
Time: 2021-06-09T13:38:25.840Z , Type: Pricing , BuyOrSell: buy , Price: 1007.0 , Quantity: 700.0
Time: 2021-06-09T13:38:25.841Z , Type: Pricing , BuyOrSell: buy , Price: 1006.0 , Quantity: 800.0
Time: 2021-06-09T13:38:25.841Z , Type: Pricing , BuyOrSell: buy , Price: 1005.0 , Quantity: 900.0
Time: 2021-06-09T13:38:25.843Z , Type: Pricing , BuyOrSell: buy , Price: 1004.0 , Quantity: 1000.0
Time: 2021-06-09T13:38:26.856Z , Type: MidPrice , Price: 1012.0
Time: 2021-06-09T13:38:26.856Z , Type: Pricing , BuyOrSell: sell , Price: 1012.0 , Quantity: 100.0
Time: 2021-06-09T13:38:26.856Z , Type: Pricing , BuyOrSell: sell , Price: 1013.0 , Quantity: 200.0
Time: 2021-06-09T13:38:26.858Z , Type: Pricing , BuyOrSell: sell , Price: 1014.0 , Quantity: 300.0
Time: 2021-06-09T13:38:26.859Z , Type: Pricing , BuyOrSell: sell , Price: 1015.0 , Quantity: 400.0
Time: 2021-06-09T13:38:26.860Z , Type: Pricing , BuyOrSell: sell , Price: 1016.0 , Quantity: 500.0
Time: 2021-06-09T13:38:26.861Z , Type: Pricing , BuyOrSell: sell , Price: 1017.0 , Quantity: 600.0
Time: 2021-06-09T13:38:26.862Z , Type: Pricing , BuyOrSell: sell , Price: 1018.0 , Quantity: 700.0
Time: 2021-06-09T13:38:26.863Z , Type: Pricing , BuyOrSell: sell , Price: 1019.0 , Quantity: 800.0
